업체명,사업자등록번호,주업종,주요 생산품목,소재지,전화번호
베스코,1044108379,출판업|제조업|도매 및 소매업,청소용역시설관리 및 소독업,서울특별시 강서구 강서로 43-61층 102호(화곡동 혜성오피아파트),042-537-9798
사이포스(주),2928801436,그 밖의 기계 및 장비 제조업,산업관리소프트웨어,서울특별시 마포구 토정로37길 46315호(도화동 정우맨션),041-732-1291
석진케이에스기업(주),1098149895,건설업,디자인형울타리,서울특별시 강서구 양천로 7137층 704호(염창동 대영빌딩),055-943-6066
선경산업,4807100341,전문 서비스업,서적,경상북도 포항시 북구 학전로 103102/1602,055-000-0000
승민제화,4737200369,건설업,남성용구두,대구광역시 중구 서성로14길 109-1,041-856-6350
씨엠제이코리아,3422001139,연구개발업,서적,경기도 하남시 미사강변대로 270712-2304,054-535-6238
에쎄모,4306500160,도매 및 상품 중개업,마스크,경기도 고양시 덕양구 토당로 93102동 305호,052-283-4505
우앤주,8760601688,도매 및 상품 중개업,복합전자장치,경기도 양평군 양서면 북한강로 47-42층,02-2268-3051
장애인기업협동조합,4478601857,보건업 및 사회복지 서비스업,기타인쇄물,인천광역시 남동구 백범로 3812층 206호(간석동),02-574-3270
주넥스트펌프,1302478902,도매 및 소매업,연동펌프,경기도 광명시 덕안로104번길 17418호 (일직동),02-775-8055
주성건설,8173300707,도매 및 소매업,철거공사,경기도 화성시 매송면 화성로2567번길 14202호,051-557-1677
주식회사 상록건축인력,1228192449,제조업|건설업|산업용 기계 및 장비 수리업,인력공급청소경비용역,인천광역시 부평구 동암광장로 8(십정동 301호),031-865-8205
주식회사 숲과나무,3498601999,제조업,안내판,경기도 파주시 월롱면 통일로620번길 2 1층,064-742-6496
주식회사 엠디엡투스,8638700979,전문직별 공사업,질병 진단 키트,경상북도 포항시 남구 지곡로127번길 50화학관 403-1호 (지곡동),031-907-1161
주식회사 프로니어,1528700490,고무제품 및 플라스틱제품 제조업,네트워크장비서버 및 통신기기 판매,서울특별시 동대문구 장한로2길 62402 403호(장안동),033-645-8972
진글로비스,8220901606,제조업|도매 및 소매업,남성용운동화,경상북도 경산시 강변서로51길 23비즈더마즈3층 303호,070-7728-9577
천연살균의학처 서울지사,8582500983,도매 및 소매업,방역서비스,서울특별시 광진구 광나루로46길 22지하1층 2호(구의동),033-743-5200
IJ TECH (아이테크),4030540152,기타 전문 과학 및 기술 서비스업,교반봉,전라북도 익산시 중앙로10길 51,031-898-6960
이수폴리켐,2114861730,도매 및 소매업,고무약품,부산광역시 사하구 다대낙조2길 100다대포,061-473-2102
주식회사 거진,6158605913,도매 및 상품 중개업,금속가공,경상남도 김해시 진례면 테크노밸리로 65주식회사 거진,032-886-2951
주식회사 더블유솔루션,3428601042,건설업,교육용소프트웨어,전라북도 전주시 덕진구 만성북로 21-263층 307호,031-8059-2211
주식회사 돌담건설,6378601969,도매 및 소매업,실내건축공사,부산광역시 금정구 두실로 522층,061-453-0228
현주테크,5012814938,도매 및 소매업,고무제품 및 플라스틱제품 제조업,부산광역시 사상구 낙동대로 992-26(감전동),041-567-0462
농업회사법인 주식회사 약초인,4778102003,협회 및 단체 수리 및 기타 개인 서비스업,농축액,충청북도 제천시 봉양읍 세거리로 393농업회사법인 주식회사 약초인,033-766-5145
미지유통,3670601525,섬유제품 제조업; 의복 제외,어린이서적미술서예용품,대구광역시 북구 칠성시장로7길 39-63층,031-633-3827
스카이이앤씨(SKYenc),6980601448,건설업|도매 및 소매업,조경설계용역,강원도 화천군 화천읍 중앙로9길 20-222층,0507-1347-6977
장성종합물류,4901201603,제조업,생활용품 위생용품 등,경상남도 진주시 공단로 421층 (상평동),02-2662-1541
정테크,5932301252,운수 및 창고업,도매 및 상품중개업,울산광역시 북구 신천로 27111동 1802호,031-862-5558
(유)솔마루,4118136920,기타 제품 제조업,건설 시설공사위주임,전라남도 목포시 둔재머리길 14 (연산동),031-774-4700
(주)대현씨디아이,5038195723,도매 및 소매업|인쇄 및 기록매체 복제업,종합식품일용잡화 및 위생품,대구광역시 북구 유통단지로 87(주)대현씨디아이,041-355-8700
신도논산사무기,7762201258,제조업,정품토너,충청남도 논산시 부창로 54-2B동 2호,02-389-4282
에코24 빨래방,6462301162,도매 및 소매업,셀프빨래방,대구광역시 달서구 월배로85길 801층,063-353-2220
주식회사 쏠텍,3538800412,컴퓨터 프로그래밍 시스템 통합 및 관리업,폴리프로필렌직물,대구광역시 달서구 성서공단로11길 62834호,063-1688-3604
태진산업,6122551979,제조업,건설업도소매,충청남도 서천군 장항읍 장항로 181태진산업,032-816-2707
SG,5382000987,건설업,복층유리,경기도 화성시 마도면 청원산단3길 43SG,032-213-0717
가고파퀵종합물류,1914100274,금융 및 보험관련 서비스업,복합화물운송서비스,경기도 화성시 팔탄면 서해로987번길 24발안공구상가 11동 201호,041-742-5603
삼진에이블코리아,1428182630,도매 및 소매업,장애인쳔의시설,경기도 광주시 수하길6번길 6C동 103호,053-583-8640
서울상사,4160225874,제조업,도소매,전라남도 광양시 중동로 99서울상사,053-813-3258
신성벽지,1431100619,전자 부품 컴퓨터 영상 음향 및 통신장비 제조업,합지벽지,경기도 포천시 군내면 용두로 100신성벽지,055-646-8504
제이산코리아,2241254217,전문 과학 및 기술 서비스업,옥외광고물 제작 시험기기 수리 ,경기도 고양시 일산동구 성현로268번길 329 (성석동),055-541-4477
주식회사 모베란,1318627933,제조업,정보시스템개발서비스,인천광역시 연수구 송도과학로 562006호2007호(송도동송도테크노파크 BT센터),063-582-3717
주식회사 한결뉴라이프,3088601891,전문 과학 및 기술 서비스업,광고물 판촉물,서울특별시 강서구 개화동로29길 60지하층(방화동),02-813-0250
코리아건설,1410471876,운수업,건설기계대여,경기도 파주시 방촌로 3441,02-521-1541
파인윌,1418148508,도매 및 소매업,대출모집인터넷광고,경기도 성남시 분당구 장미로 424층 420호(야탑동 야탑리더스빌딩),02-359-6279
한국유체기계,1132198921,컴퓨터 프로그래밍 시스템 통합 및 관리업,송풍기 root's blower기타,서울특별시 구로구 중앙로3길 50244호(고척동 고척상가 나동사열),052-700-1060
희경금속,1340256650,제조업,알루미늄심스톡,인천광역시 남동구 만월로 104(간석동),053-359-1285
삼성컴퓨터원주점,2240474445,금속 가공제품 제조업; 기계 및 가구 제외|건설업,데스크톱컴퓨터,강원도 원주시 평원로 33중앙메디컬센터 104호,054-631-7447
선이엔지(ENG),2261167782,건설업,전기감리용역,강원 강릉시 임영로198,064-748-0779
소소홍홍,3475500535,농업,청도감빵전문베이커리 카페,경상북도 청도군 화양읍 도주관로 114소소홍홍 카페,042-222-5122
영도건축사사무소,5081064055,인쇄 및 기록매체 복제업,서비스업(건축설계),경상북도 경주시 양정로 3363층306호,02-522-9544
주식회사금아고속관광앤경주시티투어,5058101105,음식점 및 주점업,운수업(전세.공항시외버스),경상북도 경주시 충현로 64금아관광,051-416-0959
해리넷,7231901249,제조업,볼펜,대구광역시 서구 평리로54길 13501호(내당동),070-4206-0021
(주)제이투앤씨,2248164157,도매 및 소매업,정보시스템개발서비스,충청북도 충주시 용산로 36(용산동),02-2628-8880
농업회사법인 정성식품(주),2418600487,전문직별 공사업,식용유지가공품,세종특별자치시 전의면 왕의물로 257농업회사법인 정성식품(주),070-8801-2510
대한산업,8220900548,건설업,일반철물,대전광역시 대덕구 한남로150번길 75(오정동),070-4742-7703
마야아트주식회사,1288719263,건설업,기타미분류가구,경기도 고양시 일산동구 하늘마을1로 25509-1306,02-2635-0023
샤론농원,8889400321,건설업,분화서비스,대전광역시 유성구 진잠옛로176번길 110,063-836-5543
애니트리협동조합,8638101127,제조업,디자인서비스,대전광역시 유성구 테크노3로 65한신에스메카 513호 (내 504호) (관평동),061-791-0975
앤더슨커피전문점,1620600315,제조업,커피,경상남도 창원시 의창구 사림로 101,044-862-7416
정다운식품,1281250908,제조업,식용유지가공품,세종특별자치시 전의면 왕의물로 259정다운식품,033-531-5115
주식회사 아이알퍼스트,3938801011,펄프 종이 및 종이제품 제조업,도매 및 소매업,세종특별자치시 가름로 2531317호,053-813-6622
(주)건창산업개발,5138178094,화학물질 및 화학제품 제조업(의약품 제조업 제외),건축공사,광주광역시 남구 군분로 151-31층.(월산동),055-585-4900
일월조경건설 주식회사,1228605726,제조업|교육 서비스업|전문 과학 및 기술 서비스업,조경식재공사,인천광역시 부평구 갈월동로29번길 221층(갈산동),041-742-5603
주식회사 대성,2218110161,기타 기계 및 장비 제조업,건설업,강원 춘천시 효자로 1052층,054-842-3535
주식회사 미르이앤씨,2728101883,건설업,비계구조물해체공사,강원도 춘천시 동내면 동내로 102-40,054-833-7373
주식회사 제이에이치켐텍,4798600952,제조업,도료,광주광역시 광산구 평동산단3번로 91(용동),031-507-5088
채널아이,4150282611,교육 서비스업|교육 서비스업|도매 및 소매업,옥외광고물제조,전라남도 진도군 고군면 진도대로 31101동,051-205-7771
해피쿡,5781800866,전문 과학 및 기술 서비스업,프라이팬덮개,강원도 춘천시 후석로59번길 16-4,055-943-2068
(주)용호지대,6178100656,기타 전문 과학 및 기술 서비스업,종이포대,부산광역시 기장군 정관읍 산단4로 2-62(주)용호지대 ,051-000-0000
뉴부농비료산업,4070463000,도매 및 소매업,유기질비료,전북 남원시 산동면 중절길 22-822-8,02-744-2397
에너지절감사업(esco),8480200143,도매 및 소매업,전기공사,부산광역시 부산진구 동천로 116B1층 103호,055-973-7151
주식회사 영재엘리베이터,6948701917,제조업|기타 제품 제조업,승강기유지보수서비스,부산광역시 부산진구 신천대로 205302호 (당감동),055-932-8815
주식회사 창연(昌延),7898800469,도매 및 소매업,건설,전라북도 군산시 두란뜸2길 3상가동 201호,070-7633-9397
남문전기,6092382171,제조업|목재 및 나무제품 제조업; 가구 제외|가구 제조업|건설업,전기설비제작 설치 및 전기자재,경상남도 창원시 진해구 웅천서로 80남문동,063-271-1100
주식회사 삼원청소년문화진흥원,8228800301,제조업,기타교육서비스,대구광역시 수성구 명덕로76길 642층,070-7864-8800
주식회사가온리서치,2858600871,제조업,여론조사 학술연구용역,대구광역시 북구 호국로43길 8-34효문빌딩 401호,031-699-3403
주식회사총무부,5918101649,컴퓨터 프로그래밍 시스템 통합 및 관리업,인력공급서비스,대구광역시 남구 명덕로68길 19102동 1212호 (이천동 강변타운),02-1800-9190
지반코리아,8617400202,정보통신업,공업용품 판매,경상남도 양산시 물금읍 야리4길 16애플타워 4층406호,02-1800-9190
클린어스(clean earth),8195200567,화학물질 및 화학제품 제조업(의약품 제조업 제외),전자제품및부품설치,전라남도 광양시 광양읍 인서2길 4-12층,031-755-1074
S&C ST,1300336019,도매 및 소매업|도매 및 상품 중개업,안개영상분석가로등시스템,경기도 남양주시 진접읍 내각1로73번길 541층,070-4070-4028
버프컴퍼니,4667800271,건축 기술 엔지니어링 및 기타 과학기술 서비스업,가전제품 도소매 설치,경기도 오산시 원동로 22르마레시티 1330호,061-763-8259
별내디자인,7290201555,건설업,환경구성 인테리어 교재교구유아용가구,경기도 포천시 소흘읍 광릉수목원로836번길 6-8,031-542-0809
아이조음,2060972880,전자 부품 컴퓨터 영상 음향 및 통신장비 제조업,트램펄린,경기도 남양주시 진건읍 양진로 419-32진관리,042-710-6690
열손가락,8501201431,기타 개인 서비스업|도매 및 소매업,즉석식품가공업 액상차,경기도 동두천시 동두천로 223-61층,042-471-0606
인사이트쉴드,1061316552,전문직별 공사업,정보화전략계획서비스,서울특별시 용산구 새창로 70103동 903호(도원동 도원동삼성래미안),02-2634-4045
주식회사 비오엠아이,8548101706,도매 및 소매업|기타 기계 및 장비 제조업|제조업,과학교육서비스,서울특별시 서초구 나루터로 687층(잠원동),051-701-0710
주식회사 이엠제이,4098800127,건설업,산업용탈취제,경기도 용인시 기흥구 흥덕1로 13타워동 511호,043-903-0513
주식회사 한텍,4848100997,건설업,LED램프,서울특별시 강서구 마곡서로 152B동 1223호(마곡동 두산더랜드타워),02-2268-8563
태일건축사사무소,2170275840,금속 가공제품 제조업; 기계 및 가구 제외|전기장비 제조업,기타기술용역,서울특별시 도봉구 도봉로152길 16(방학동 현대렉시온 오피스텔 1004호),062-719-3070
현우기업 주식회사,3168116838,전기장비 제조업,기계설비건설업,제주특별자치도 제주시 남성로11길 15-5101호,055-338-4115
(주)희망나누기,6708801446,제조업,LED가로등기구,경기도 하남시 하남대로 947c동 3층 301.302호(풍산동)하남테크노밸리 u1센터,031-949-0075
넘버원,5011835666,제조업,미용 서비스업/ 전자상거래업,경기도 안양시 만안구 성결대학로 211층,053-263-9378
미래이엔씨(주),2658801865,제조업,실내건축공사,충청남도 공주시 반포면 반포초교길 993층,055-755-4003
반도포장,6071585589,예술 스포츠 및 여가관련 서비스업,분말액체자동포장기,부산광역시 북구 구만덕로60번길 64,063-642-9037
광림조경개발,1342241892,제조업|전자부품 컴퓨터 영상 음향 및 통신장비 제조업|건설업|도매 및 소매업|부동산업 및 임대업,조경식재공사,경기도 화성시 봉담읍 와우안길 109109동 212호 ,063-445-4114
성도건설 주식회사,4158127082,건설업,철근콘크리트공사,전라남도 영광군 영광읍 신남로 242성도건설,063-236-2626
주식회사엘존,1448800967,종합 건설업,C25112 버스승강장,대구광역시 달서구 성서공단남로22길 10Lzone,062-941-8560
현대전력,6091348456,도매 및 소매업|교육 서비스업,분전반,경상남도 창원시 의창구 도계두리길 1741층 104호,031-985-6576
꿈동산장애인표준사업장 주식회사,6158700370,사업 지원 서비스업,폐쇄형배전반,경기도 광주시 도척면 사기소길 12꿈동산장애인표준사업장 주식회사,043-852-2700
로드위드,5908601767,건설업,멀티무선통신시스템,부산광역시 남구 수영로 309경성대학교 사회관(5호관) B113 창업보육센터,043-645-5558
뷰티바이오,3013294912,기타 개인 서비스업,화장품-헤어토닉,충청북도 청주시 흥덕구 가로수로1164번길 21201호 (강서동),031-753-9456
유성엔터미디어,3768101263,제조업|도매 및 소매업,영화 홍보영상 교육영상 유튜브영상등,경기도 안양시 동안구 시민대로 230지니센터 D동 2053호,031-233-2670
주식회사 태성,5068600332,도매 및 소매업,영상감시장치,충청북도 단양군 대강면 대강농공길 16-18주식회사 태성,043-422-6622
청수지하개발 (주),1308198110,도매 및 소매업,보링그라우팅공사업 및 지하수개발공사외,경기도 부천시 중동로 425 (삼정동),031-493-6263
건진종합건설주식회사,2248113866,전문 과학 및 기술 서비스업,건축공사업,강원도 원주시 치악로 1591-42층,043-838-5388
다원,4852700310,도매 및 소매업,온라인 오프라인 도소매,경기도 화성시 병점2로 78406-306 (병점동 느치미마을주공4단지),031-372-3436
디와이종합관리(주),5228800610,제조업,시설설비유지관리서비스,경기도 안산시 상록구 예술광장로 49성포타운312호 (성포동),032-710-3435
부스타엔지니어링,1131864552,전자부품 컴퓨터 영상 음향 및 통신장비 제조업|그 밖의 모든 업종,난방시공제1종,서울특별시 구로구 부일로11길 38(궁동),064-759-2080
엔트랙,2082909019,건설업,자동차 첨단안전장치 설치 및 용품 도소매 서비스,광주광역시 북구 삼소로 4121층,070-4801-4481
엘이디씨티(주),8948601126,도매 및 소매업,LED실내조명등,인천광역시 부평구 새벌로 29709호 복층(청천동 부평테크노타워),032-762-4812
유영,3950701153,제조업,산양삼추출가공식품,경기도 하남시 검단산로 1872호,032-432-5191
이에스랩솔루션,2752101194,자동차 및 트레일러 제조업,생산품목 없음,경기도 성남시 분당구 탄천상로 164시동 110호,064-755-9227
주식회사 다함,3078701411,건설업,지리정보시스템관련용역,부산광역시 강서구 유통단지1로 50221동 201호 (부산티플렉스),02-893-3447
테이즈,8213200688,제조업,차음료,경기도 이천시 백사면 이여로 2651층 가동 카페테이즈,02-732-0293
혜성기획,1100357306,제조업,안내판 표지판,서울특별시 종로구 통일로 266207호(무악동),064-759-2080
(주)포스텍,5178800170,전기장비 제조업,태블릿컴퓨터,부산광역시 해운대구 센텀동로 71506호 (우동),053-311-1011
(유)광승건설,4058110755,도매 및 소매업,철근콘크리트공사,전라북도 부안군 부안읍 번영로 661층 3호,031-983-7729
백제전기조명,4441501014,전문 서비스업,전기자재.조명.안전용품,전라북도 전주시 덕진구 기린대로 3021층,041-579-2850
서경실업,1095291675,건설업,기타인쇄물,경기도 고양시 일산동구 노첨길 49서경실업,041-338-2262
조은날협동조합,6658101692,숙박 및 음식점업,특장제작및수리,경기도 김포시 하성면 하성로447번길 27,053-555-1188
주식회사 호수,3728701851,제조업,조경시설물설치공사업,강원도 횡성군 횡성읍 북천서로3번길 34-13주식회사 호수,055-295-1511
(주)나노엔지니어링,5058171732,제조업,자동차부품,경상북도 경주시 외동읍 구어들밑길 87-23(주)나노엔지니어링,053-615-1246
(주)아이토브에너지,3038180386,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,전기보일러전기열풍기전기온풍기,강원도 원주시 능라동길 75403호,031-862-6511
(주)주성솔루션,2628601687,제조업,LED가로등기구,세종특별자치시 연동면 응암2길 54.,051-746-8111
(주)행복한원덕,2228130118,운수 및 창고업|육상 운송 및 파이프라인 운송업,소독서비스,강원도 삼척시 원덕읍 옥원노곡1길 15-52(주)행복한원덕,02-333-1890
그로잉아동발달센터,1819400332,도매 및 상품 중개업,상담서비스,대전광역시 서구 원도안로224번길 47-313층,055-366-0078
대현건설주식회사,5728801711,제조업,시설물유지관리공사,제주특별자치도 서귀포시 태평로512번길 35(동홍동),041-357-4277
석이원,3142592630,제조업,음식점서비스,대전광역시 동구 송촌남로 132층 (용전동),02-400-7099
세진알미늄,5120647820,도매 및 소매업|도매 및 상품 중개업|건설업|전문 서비스업,알미늄사다리,경상북도 영주시 문수면 반구로 366-13세진알미늄,070-4124-3397
이피에스 시스템,1461200478,인쇄 및 기록매체 복제업,전자장비오디오장비코딩,경상북도 안동시 대안로 1911층 이피에스 시스템,02-3492-9994
주식회사포스인시스,1118192454,건설업,시스템관리소프트웨어,경상북도 안동시 강남2길 60-18정우빌딩 5층 501호,052-257-7887
(주)삼미테크,6238101252,기타 전문 과학 및 기술 서비스업,주방기계화덕,경기도 시흥시 찬우물2길 16-6(은행동),051-466-9505
비제이투어,1358602991,건축 기술 엔지니어링 및 기타 과학기술 서비스업,여객운송업,경기도 화성시 태안로 385-23비제이투어(주),033-432-3226
서진유통,1731701343,운수 및 창고업,볼펜,경기도 부천시 중동로280번길 63609-502,052-287-8686
시온테크,1311951974,제조업|도매 및 소매업,실린더가스배출기,경기도 안산시 단원구 산단로 341정우벤쳐타운2차306호(신길동),064-799-6679
엠에이엠,4760401451,도매 및 소매업,광학대,경기도 용인시 기흥구 동백중앙로16번길 16-41동 18층 1804호,053-592-0135
엠에이치알,8337600254,그 밖의 모든 업종,생필품 및 기타잡화/인테리어/가구/가전제품/상품중개업/통신기기/전자상거래,경상남도 진주시 동진로 111207호 내 205호(상대동 한보프라자),041-854-0433
정평테크,1245148506,보건업,서적,경기도 광명시 가림로 2001층 102호,054-608-1778
주식회사우성건설,1348119908,제조업,토목공사,경기도 안산시 상록구 장하로 8단독 (양상동),055-815-8889
피앤피엔지니어링 주식회사,3688801524,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,토목설계용역,경기도 용인시 기흥구 관곡로77번길 3-12구갈중앙프라자 201-3호,031-904-1414
(주)대한엔지니어링건축사사무소,3618701389,제조업,기타기술용역,서울특별시 동작구 대방동1길 391층 100호(대방동 영상빌딩),042-672-0062
(주)유성쉬핑,4558701914,영상ㆍ오디오 기록물 제작 및 배급업,국제물류주선업,서울특별시 종로구 삼일대로30길 21915호(낙원동 종로오피스텔),043-216-9001
블루테크,6050487232,광업 지원 서비스업,섬유단열재,부산광역시 기장군 기장읍 석산1길 3블루테크,033-762-3600
에이치스윔(수미사),1262670884,인쇄 및 기록매체 복제업,여성용수영복,서울특별시 금천구 가산디지털1로 8314층 1402호(가산동 파트너스타워),042-673-0900
주식회사 어쎔어스,7828101911,정보통신업|기타 개인 서비스업,헬스장사진촬영업영상제작,서울특별시 강남구 도산대로 5182층(청담동),042-487-0193
토탈케어바퀴벌레쥐개미바이러스소독방역,4739201293,제조업,방역서비스,부산광역시 금정구 부산대학로64번길 120지하층,041-631-2433
한국환경과학(주),6728100686,전문 과학 및 기술 서비스업,수영장정화설비,서울특별시 중랑구 용마산로116길 6203호(망우동),02-6368-9403
(주)이코엠에스,1108168155,건설업,인터랙티브화이트보드,경기도 고양시 일산서구 장자길136번길 43 (덕이동),064-723-1448
고려청자개발연구원,8680201622,제조업,고령토,경기도 여주시 북벌로 28외 2필지(하거동),070-8812-1310
영상공작소 산이물,4084900839,건설업,동영상제작서비스,전라남도 화순군 화순읍 광덕로 155204-802,032-565-2935
주식회사숲사랑전남,1688701698,제조업,태양광가로등,전라남도 목포시 죽산로19번길 19유달퀸스빌401호,1544-6929
프리랭스,1050428470,정보통신업,기타인쇄물,서울특별시 중구 마른내로 50(인현동1가 준빌딩5층),032-889-9799
(주) 바로스토리,1988701520,정보통신업|컴퓨터 프로그래밍 시스템 통합 및 관리업|정보서비스업,국내여행/전세버스알선/아웃도어판매,경기도 의정부시 태평로 18-2아이콘스타 301호,02-2616-6041
(주)대명에너텍,5138600664,창작 예술 및 여가관련 서비스업|건설업|도매 및 소매업|임대업; 부동산 제외|사업시설 관리 및 조경 서비스업|사업 지원 서비스업,태양광발전장치 축산기자재,충청북도 음성군 대소면 초금로 169-19(주)대명에너텍 ,053-475-8788
(주)탱고마이크,2118886741,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,영상물,경기도 안양시 동안구 시민대로 2804층 408호 (관양동 평촌샤르망2오피스텔),070-8264-2004
365이앤씨(주),3118125308,도매 및 소매업,시설물유지관리공사,충청남도 당진시 신평면 샛터로 276-41365이앤씨,02-2157-0614
드림목공기계,6991601343,수리(修理) 및 기타 개인 서비스업,목공기계 기타 기계제작,경상남도 김해시 한림면 한림로 236-44드림목공기계,053-555-3582
명성건설,3692500498,건설업,건축공사,충청북도 단양군 영춘면 영춘2길 9,070-8828-7903
아름다운공간,1321782461,금속가공제품 제조업(기계 및 가구 제조업 제외),행사무대 디자인 및 설치,경기도 남양주시 화도읍 녹촌로 259-10아름다운공간,061-462-8504
주식회사 아이트래픽이엔지,6348101927,제조업,교통신호장치,경상남도 창원시 의창구 용지로169번길 13618호,061-686-3178
주식회사 애피디아,2788701428,도매 및 소매업,소프트웨어 개발 공급,인천광역시 미추홀구 경인로 229413호(도화동 인천아이티타워),031-988-0292
주식회사 에스플랜,4798101903,건설업,기타행사기획및대행서비스,인천광역시 중구 제물량로 197103호(항동5가),033-631-8829
(주)데이타시스템뱅크,1078642678,제조업,카드인쇄기,서울특별시 금천구 가산디지털1로 119B동 6층 611호(가산동 SK트윈테크타워),02-1577-3493
문화에이브이전자,5060393648,제조업,통합방송장비시스템,경상북도 포항시 남구 상공로56번길 16-9(대도동),02-2043-9191
세명 중공업,3161600508,도매 및 소매업,건설기계수리,서울특별시 영등포구 국회대로54길 51층(영등포동7가 강남빌딩),02-434-8800
주식회사 은성조경개발,5768801538,건설업|제조업|도매 및 소매업,조경수생산판매및조경공사업,경상북도 경산시 삼성현로 110-111층 별관,054-843-3543
주식회사 주신,5158142966,건설업|건설업,용접철망,경상북도 경산시 진량읍 공단4로5길 55,070-4655-2361
(주)우성강재,5688100223,예술 스포츠 및 여가관련 서비스업,금속제패널,광주광역시 서구 하남대로502번길 19-411층,02-2698-0732
언더더씨건어물,2022864389,도매 및 소매업,조미건어물,광주광역시 북구 용두택지로 36상가동5호,02-556-5076
이프로디자인,1302717468,건설업,시설물유지관리공사,인천광역시 강화군 불은면 불은북로 422,053-653-9901
(주)리빙우드,1418136337,건설업,실내건축공사,경기도 김포시 통진읍 대곶북로 356-29리빙우드,055-944-6177
(주)한국호이스트,1408195459,도매 및 소매업,천장크레인,경기도 화성시 서신면 화성로 155-42상안리 11-2,031-946-7309
1824차움앤코,7870401778,건축 기술 엔지니어링 및 기타 과학기술 서비스업,차음료,경기도 화성시 동탄치동천로2길 4-1차움앤코,02-2039-9223
가가라이팅,6654400233,건설업,LED조명실내.실외,경기도 부천시 계남로 3072층,070-4617-3600
금강개발,1282891818,인쇄 및 기록매체 복제업,건설기계임대,경기도 고양시 덕양구 은빛로 419층911호,070-4384-9272
더 라파엘,3432201043,도매 및 소매업,두발미용업,경기도 용인시 수지구 신봉1로 1571층104호,031-291-4238
예서기프트,6297400097,기타 기계 및 장비 제조업,판촉물,경기도 김포시 김포한강7로22번길 174-137에이스하임 203호,02-6402-3291
우솔이엔씨(주),5178601587,종합 건설업|제조업|교육 서비스업|전문 과학 및 기술 서비스업|정보서비스업|도매 및 소매업|창작 예술 및 여가관련 서비스업|사업시설 관리 사업 지원 및 임대 서비스업,살수기,경기도 화성시 동탄대로 683932호 sh타임스퀘어2,032-473-5001
현대건설중기,1070445854,의료 정밀 광학 기기 및 시계 제조업|제조업,건설장비임대서비스,경기도 고양시 일산동구 숲속마을로 26304-C호(풍동풍동프라자),032-556-9944
(유)산콘크리트,1978801709,도매 및 소매업,철근콘크리트용배수로관,전라북도 군산시 임피면 남산로 181-19보석리5-5,032-211-9970
(주)신화컨설팅,2118173359,전문직별 공사업,조경설계용역,서울특별시 강남구 도곡로 1243층(도곡동),031-751-6009
대명디자인컴퍼니,2152469801,제조업,제작가구,서울특별시 송파구 마천로61길 14-11층(마천동),031-492-8380
디-워커 커뮤니케이션즈,2140985635,교육 서비스업,디자인서비스,서울특별시 송파구 충민로 66L동 8105호(문정동 가든파이브라이프),02-493-8944
생츄어리(sanctuary),1542700833,건설업,실내건축인테리어/전자상거래(수전현관문방화문등),광주광역시 북구 중흥로83번길 5,031-884-6363
세명장애인기업 협동조합,5448601954,전문직별 공사업,건설기계장비 수리 및제조,서울특별시 영등포구 버드나루로14길 151층 101호(영등포동7가),070-8271-4407
아름다운동행장애인복지 협동조합,1978602024,도매 및 소매업,종합건설.제조.도소매.유통.직물제품.종합건물관리.서비스,서울특별시 노원구 한글비석로 3842층 220호(중계동 대호프라자),051-521-1277
에스아이메디칼,1390399006,제조업|도매 및 소매업,의료기기/화장품,강원도 원주시 지정면 간현로162번길 20-21층2층,031-898-9063
에스앤에스인터내셔날코리아,5034182125,고무 및 플라스틱제품 제조업,전원공급장치,서울특별시 강남구 테헤란로87길 3624층(삼성동),061-857-1818
유원건업,2211710724,출판 영상 방송통신 및 정보서비스업,시설물유지관리공사,대전광역시 서구 변동중로 2새집빌딩 B1,070-7760-0900
주식회사 길바이오,7228700625,보건업,화장품,대구광역시 달서구 앞산순환로49길 76-51층,054-654-9932
주식회사 블루봄,7778101734,도매 및 소매업,기타교육서비스,서울특별시 성동구 왕십리로 58302호(성수동1가 FORHU),053-710-0020
주식회사 석현이엔씨,1848801417,건설업,전기공사,서울특별시 중랑구 신내역로3길 40-36에이동 1012호(신내동 데시앙플렉스지식산업센터),061-243-3000
주식회사 조아정보통신,1098647062,제조업,통신공사업,서울특별시 강서구 마곡중앙5로 6서관동 13층 1305호(마곡동 마곡나루역보타닉푸르지오시티),054-751-5550
주식회사 종원메디칼,1188133529,도매 및 소매업,기타주방용품,서울특별시 성북구 한천로66길 189613호(석관동 브룩스톤오피스텔),031-985-5766
주식회사 지앤코스,5608800984,제조업,화장품 및 항균스프레이,서울특별시 강남구 봉은사로29길 483층(논현동),070-7612-9237
주식회사 케이스포츠,6828701869,연구개발업|제조업|도매 및 소매업,인조잔디,전라북도 익산시 중앙로5길 50,033-111-1111
주식회사애드컴즈,2158773969,건설업,소프트웨어 하드웨어 융복합 제품,서울특별시 성동구 성수일로 996층 2호(성수동1가 서울숲AK밸리 지식산업센터),051-727-5556
참손길지압안마원,1419101410,건설업,안마,서울특별시 영등포구 여의대방로 375401호402호(여의도동 아일렉스타워),033-766-7346
행복한 해뜸,2806100266,건설업,농산물 식품 ,대전광역시 서구 둔산남로180번길 22401호(탄방동 보금자리),051-709-5768
